DISTRICT,PROVINCE,ZONE,RIVER_BASIN,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,PEAK_24H_RAIN,NBRO_LANDSLIDE_ALERT,FLOOD_OCCURRENCE,HAZARD_INDEX
Ratnapura,Wet,Wet,Kalu Ganga,2018,45.2,53.0,110.4,185.4,348.9,338.3,218.8,203.2,422.8,242.9,310.4,87.4,2566.7,180.2,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2018,42.3,5.0,130.0,254.4,422.4,249.0,305.0,221.0,285.5,325.5,270.7,20.0,2531.0,167.8,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2018,53.8,39.0,95.6,196.2,308.8,259.0,287.6,231.4,283.5,305.3,271.7,53.8,2385.6,112.8,2,Minor Flood,1
Matara,Wet,Wet,Nilwala Ganga,2018,52.1,23.2,120.5,153.5,279.7,108.3,240.4,193.8,255.5,152.1,297.8,168.6,2045.4,130.4,2,Minor Flood,1
Kandy,Wet,Wet,Mahaweli Ganga,2018,59.8,5.0,102.0,147.0,144.6,145.0,214.5,220.8,169.5,191.2,169.9,142.4,1711.6,79.5,1,No Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2018,78.2,75.8,43.8,133.7,261.4,206.0,134.1,154.2,233.9,205.6,225.8,141.8,1894.3,110.7,2,Minor Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2018,77.6,22.7,117.1,172.0,93.6,55.9,38.5,14.1,51.1,54.1,156.1,162.9,1015.7,52.4,0,No Flood,0
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2018,109.6,51.0,117.7,193.8,220.1,94.4,126.9,79.9,96.3,145.7,48.3,203.7,1487.4,74.3,0,No Flood,0
Kurunegala,Intermediate,Intermediate,Deduru Oya,2018,89.4,43.1,125.3,158.9,76.3,102.6,21.7,37.9,154.4,248.8,244.5,20.0,1322.9,75.8,0,Minor Flood,1
Anuradhapura,Dry,Dry,Malwathu Oya,2018,89.1,66.4,10.0,65.6,51.2,116.0,51.0,10.0,15.0,97.1,150.2,40.7,762.4,50.8,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2018,104.9,37.5,101.8,149.4,54.5,117.8,69.5,10.0,15.0,200.1,195.7,193.5,1249.8,80.6,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2018,66.0,13.4,54.3,83.4,31.8,135.4,93.8,10.0,15.0,114.1,111.3,128.2,856.7,53.2,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2018,79.5,43.9,58.1,126.9,86.4,10.0,14.6,31.1,134.7,93.8,189.0,233.4,1101.5,88.7,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2018,124.1,59.8,51.3,96.1,54.7,10.0,63.1,34.8,66.3,82.4,186.0,283.1,1111.6,91.5,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2018,192.5,75.0,98.4,157.1,151.2,14.5,10.0,11.5,104.8,48.9,44.0,262.2,1170.2,96.1,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2018,154.2,108.6,13.1,106.5,15.0,10.0,10.0,10.0,27.5,220.0,71.0,246.0,991.9,100.0,0,Minor Flood,1
Jaffna,Dry,Dry,Peninsula / Coastal,2018,170.3,78.4,36.0,130.8,85.7,60.4,10.0,10.0,26.2,125.9,193.2,110.7,1037.7,60.3,0,No Flood,0
Kilinochchi,Dry,Dry,Kanakarayan Aru,2018,121.2,85.7,56.2,48.6,15.0,31.6,10.0,10.0,76.7,181.5,269.8,189.1,1095.3,109.3,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2018,98.0,72.2,45.9,90.3,56.7,10.0,89.8,14.4,57.4,208.2,203.0,101.4,1047.3,58.6,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2018,90.7,83.8,89.9,136.5,28.4,62.7,27.4,10.0,15.0,178.2,94.1,144.5,961.2,79.9,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2018,148.5,51.2,52.1,123.8,114.1,65.2,10.0,70.5,15.0,61.8,141.8,290.0,1144.0,107.7,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2018,42.1,71.3,116.7,94.3,68.3,92.3,35.0,47.5,53.4,69.7,156.0,126.2,972.9,50.7,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2019,99.3,27.9,82.3,165.7,233.0,161.0,106.0,147.2,176.1,125.0,287.5,63.7,1674.5,116.6,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2019,9.6,21.0,57.5,164.7,220.4,233.9,24.7,86.4,207.1,83.9,241.4,110.6,1461.2,75.7,0,No Flood,0
Kalutara,Wet,Wet,Kalu Ganga,2019,77.6,22.1,168.6,99.4,315.3,299.8,233.3,168.9,210.9,233.8,286.1,93.8,2209.9,134.3,2,Minor Flood,1
Ratnapura,Wet,Wet,Kalu Ganga,2019,34.5,35.0,128.7,165.6,358.1,164.2,301.4,187.1,288.9,231.5,192.2,76.6,2163.7,134.4,2,Minor Flood,1
Kegalle,Wet,Wet,Kelani Ganga,2019,21.0,15.5,90.4,211.5,175.4,209.8,187.1,92.2,169.0,160.8,175.1,78.2,1586.0,61.3,0,No Flood,0
Galle,Wet,Wet,Gin Ganga,2019,79.6,8.1,20.2,214.5,125.6,263.5,204.7,170.6,174.8,220.6,282.4,20.0,1784.3,83.1,1,No Flood,1
Matara,Wet,Wet,Nilwala Ganga,2019,55.9,39.8,63.6,157.0,283.9,257.8,157.0,137.5,195.8,110.2,189.0,100.9,1748.2,120.3,2,Minor Flood,1
Kandy,Wet,Wet,Mahaweli Ganga,2019,31.7,75.4,20.6,112.0,159.6,175.3,129.9,184.9,111.7,110.0,168.4,72.2,1351.6,51.9,0,No Flood,0
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2019,37.3,23.2,128.7,115.1,188.2,174.1,72.6,73.6,76.9,103.6,30.0,110.5,1133.8,69.1,0,No Flood,0
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2019,59.3,78.8,38.2,88.7,141.9,18.1,80.6,89.3,77.8,47.7,111.9,268.0,1100.3,100.1,2,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2019,152.5,38.4,38.6,117.7,42.4,88.2,10.0,40.5,128.0,125.4,154.1,151.2,1087.0,52.4,0,No Flood,0
Kurunegala,Intermediate,Intermediate,Deduru Oya,2019,10.1,45.7,10.0,143.5,82.7,150.1,52.3,10.0,69.0,155.2,155.2,107.2,990.9,49.2,0,No Flood,0
Anuradhapura,Dry,Dry,Malwathu Oya,2019,38.4,19.5,55.8,34.9,102.5,27.9,29.1,12.0,68.0,147.8,135.2,145.8,816.9,64.7,0,No Flood,0
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2019,89.2,7.2,37.9,81.4,15.0,10.0,42.9,57.7,49.3,156.5,175.4,122.2,844.7,57.8,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2019,30.9,32.6,53.5,22.5,90.0,114.5,29.9,89.1,34.6,151.8,30.0,204.2,883.7,72.7,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2019,79.3,72.6,17.7,61.4,58.9,22.6,13.1,17.8,109.8,184.6,133.8,200.3,972.0,86.5,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2019,68.6,77.3,40.9,35.4,116.8,136.5,23.3,109.5,34.0,89.2,85.0,243.6,1060.0,99.6,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2019,105.1,54.3,39.4,53.0,47.5,41.9,81.2,10.0,15.0,165.9,144.2,193.3,950.9,65.2,0,No Flood,0
Trincomalee,Dry,Dry,Mahaweli Ganga,2019,85.6,75.7,51.6,22.4,15.0,10.0,21.9,98.7,41.3,61.6,140.3,153.9,777.9,43.6,0,No Flood,0
Jaffna,Dry,Dry,Peninsula / Coastal,2019,112.3,50.1,30.8,84.8,22.1,87.5,31.1,59.2,50.1,25.0,70.8,154.4,778.2,43.6,0,No Flood,0
Kilinochchi,Dry,Dry,Kanakarayan Aru,2019,105.8,37.5,93.7,165.0,24.8,10.0,11.1,45.9,85.9,135.0,120.0,226.8,1061.7,96.6,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2019,104.2,40.5,15.2,34.9,15.0,10.0,30.8,10.0,29.5,163.7,67.2,244.4,765.4,84.7,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2019,42.9,30.0,10.0,76.4,15.0,29.2,10.0,22.6,15.0,190.9,205.1,176.5,823.6,81.1,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2019,45.5,45.4,88.6,29.3,98.7,22.7,16.2,20.1,39.2,43.5,96.5,180.2,725.9,78.9,0,No Flood,0
Puttalam,Dry,Dry,Deduru Oya,2019,83.7,49.0,32.6,67.3,15.0,46.2,10.0,10.0,18.0,88.3,97.3,116.4,633.8,33.2,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2020,54.2,7.7,122.7,228.0,209.5,314.2,171.9,197.5,305.0,328.8,309.6,59.0,2308.1,131.6,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2020,39.6,41.6,118.4,146.1,323.4,219.4,255.6,170.8,295.6,289.9,360.8,60.2,2321.4,117.9,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2020,28.0,40.5,83.1,254.3,457.2,354.1,256.8,312.6,349.6,296.7,369.6,232.1,3034.6,195.9,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2020,85.5,32.7,184.9,328.3,447.3,367.4,244.6,256.1,261.8,289.1,409.9,120.9,3028.5,132.0,2,Minor Flood,1
Kegalle,Wet,Wet,Kelani Ganga,2020,68.5,54.9,172.0,274.4,344.9,258.7,205.2,209.8,287.2,307.7,291.0,124.9,2599.3,127.2,2,Minor Flood,1
Galle,Wet,Wet,Gin Ganga,2020,64.8,79.1,118.4,238.2,371.8,347.5,292.1,258.7,330.2,288.8,343.7,97.3,2830.5,137.7,2,Minor Flood,1
Matara,Wet,Wet,Nilwala Ganga,2020,26.2,33.4,96.1,253.3,258.8,331.3,222.8,200.9,220.7,254.1,387.8,99.0,2384.6,155.5,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2020,68.6,52.8,85.4,228.1,183.4,237.8,77.1,105.2,129.7,267.8,323.6,152.9,1912.4,114.5,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2020,104.1,46.4,54.9,320.2,367.0,267.5,151.2,165.1,188.8,322.6,294.7,91.9,2374.4,157.7,3,Major Flood,2
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2020,162.9,65.6,130.4,105.3,15.0,154.8,73.0,103.5,89.8,211.1,151.7,206.9,1470.1,77.5,1,No Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2020,142.8,84.3,109.2,202.6,158.0,86.9,82.7,82.4,105.6,262.6,269.9,304.4,1891.4,87.9,1,Minor Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2020,80.2,77.8,101.4,274.5,72.0,130.6,71.4,77.2,99.7,186.5,370.3,194.5,1736.2,113.4,0,Major Flood,2
Anuradhapura,Dry,Dry,Malwathu Oya,2020,134.6,78.9,45.8,89.8,25.8,61.6,106.5,10.0,35.2,78.7,71.1,233.4,971.4,96.4,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2020,127.0,95.4,69.5,153.2,79.3,24.1,86.6,40.0,15.0,122.7,30.0,218.5,1061.2,74.0,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2020,110.7,62.6,96.8,89.4,181.2,26.1,69.1,54.1,60.7,239.0,132.7,63.6,1186.0,67.7,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2020,136.9,134.1,94.6,151.4,18.5,10.0,112.2,32.7,199.6,237.2,230.4,204.8,1562.3,71.7,0,No Flood,0
Ampara,Dry,Dry,Gal Oya,2020,150.6,125.3,71.4,139.8,15.0,39.8,77.3,10.0,15.0,223.8,102.3,307.4,1277.8,99.0,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2020,201.1,87.3,84.2,99.9,15.0,78.1,79.3,10.0,15.0,52.6,328.0,306.3,1356.9,107.1,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2020,177.3,75.9,58.1,67.0,50.9,160.1,75.9,124.0,90.4,237.9,326.6,288.8,1732.9,140.0,0,Minor Flood,1
Jaffna,Dry,Dry,Peninsula / Coastal,2020,110.1,58.0,79.3,180.5,45.2,10.0,10.0,10.0,37.4,98.4,105.9,244.2,989.0,93.8,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2020,175.3,100.8,63.8,162.5,15.0,12.5,10.0,10.0,125.1,257.1,182.8,322.2,1437.1,96.0,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2020,118.2,87.8,85.3,133.0,82.2,27.3,105.7,73.2,15.0,189.7,205.7,187.5,1310.7,89.1,0,Minor Flood,1
Vavuniya,Dry,Dry,Malwathu Oya,2020,142.5,73.7,72.0,128.3,201.8,10.0,10.0,43.6,19.7,177.6,216.4,280.1,1375.9,97.9,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2020,178.9,82.5,82.5,202.2,15.0,47.7,10.0,22.5,65.5,91.8,166.3,294.5,1259.6,92.9,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2020,116.1,59.4,98.0,165.7,172.5,77.9,35.5,11.8,74.2,38.7,196.3,136.2,1182.3,66.9,0,No Flood,0
Colombo,Wet,Wet,Kelani Ganga,2021,85.9,6.1,187.1,310.2,306.9,354.3,397.8,302.8,283.4,402.6,312.5,32.9,2982.6,178.4,0,Major Flood,2
Gampaha,Wet,Wet,Kelani Ganga,2021,111.1,33.0,127.1,318.6,412.9,323.8,282.7,229.8,306.0,417.9,432.1,103.2,3098.3,152.7,0,Major Flood,2
Kalutara,Wet,Wet,Kalu Ganga,2021,27.2,80.3,153.1,450.4,694.1,434.0,437.0,326.2,434.9,392.2,512.0,148.2,4089.5,266.8,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2021,89.4,40.6,216.3,366.3,641.4,476.7,337.5,361.5,448.9,447.7,467.6,199.5,4093.4,258.7,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2021,96.7,47.3,235.6,332.4,461.3,444.2,318.8,334.6,524.9,492.5,602.5,166.1,4056.8,180.6,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2021,47.5,59.8,146.0,295.5,439.2,482.5,402.0,327.9,372.9,489.8,394.9,34.0,3492.0,151.9,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2021,49.9,74.7,175.5,325.6,373.0,477.9,359.8,275.8,308.6,366.6,387.3,110.7,3285.4,197.0,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2021,121.3,34.2,213.6,219.4,276.5,259.4,294.9,138.4,342.8,381.8,405.6,133.5,2821.3,126.2,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2021,91.5,85.9,139.1,265.8,443.0,267.8,274.4,198.0,344.0,432.0,348.3,62.8,2952.6,169.0,3,Major Flood,2
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2021,223.6,92.6,80.6,214.0,198.5,77.7,68.7,111.5,111.8,313.5,328.7,298.0,2119.1,132.4,2,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2021,198.4,81.8,147.7,195.9,150.8,132.5,68.2,34.3,193.1,224.7,282.6,227.4,1937.3,119.4,2,Minor Flood,1
Kurunegala,Intermediate,Intermediate,Deduru Oya,2021,82.4,29.1,146.4,300.4,273.2,209.5,167.9,195.5,179.0,340.4,318.4,94.3,2336.5,123.9,0,Minor Flood,1
Anuradhapura,Dry,Dry,Malwathu Oya,2021,166.4,72.3,77.6,169.9,15.0,72.2,37.9,12.8,63.2,107.4,239.8,267.1,1301.6,115.2,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2021,173.9,144.5,98.7,235.0,62.2,111.6,102.7,64.2,15.0,233.1,341.0,310.6,1892.3,111.7,0,Minor Flood,1
Hambantota,Dry,Dry,Walawe Ganga,2021,155.1,71.2,98.8,158.0,143.8,104.3,44.3,59.4,48.0,209.6,245.4,254.3,1592.4,87.1,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2021,160.9,74.6,58.0,223.1,95.0,125.7,162.2,10.0,56.4,231.0,368.6,161.8,1727.4,135.4,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2021,207.4,122.4,126.9,165.6,150.3,10.0,33.9,35.4,68.5,113.7,348.9,355.7,1738.7,139.3,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2021,218.9,176.4,31.3,167.2,34.1,83.5,53.3,33.2,50.2,184.9,176.7,432.2,1641.9,173.7,0,Major Flood,2
Trincomalee,Dry,Dry,Mahaweli Ganga,2021,186.2,145.2,117.9,169.9,176.3,10.0,10.0,26.1,43.1,319.9,264.2,345.6,1814.4,135.6,0,Minor Flood,1
Jaffna,Dry,Dry,Peninsula / Coastal,2021,181.0,92.6,124.5,114.8,79.9,12.7,107.6,10.0,97.8,208.3,238.2,226.3,1493.7,86.4,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2021,222.1,106.4,83.6,159.8,165.9,93.9,19.2,10.0,105.5,259.1,280.8,310.5,1816.7,125.8,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2021,227.3,66.3,105.1,217.4,29.8,86.5,10.0,10.0,59.8,233.5,281.7,342.4,1669.7,145.3,0,Major Flood,2
Vavuniya,Dry,Dry,Malwathu Oya,2021,210.0,100.3,110.0,161.5,15.0,97.6,100.9,138.8,64.0,145.9,213.6,277.4,1634.9,122.4,0,Minor Flood,1
Mullaitivu,Dry,Dry,Nay Aru,2021,237.1,126.2,57.7,224.9,177.7,56.3,62.1,44.0,72.2,201.6,232.7,380.2,1872.6,136.2,0,Major Flood,2
Puttalam,Dry,Dry,Deduru Oya,2021,95.4,73.2,144.7,193.2,149.5,119.4,75.9,86.8,93.5,235.1,299.5,265.2,1831.3,119.3,0,Minor Flood,1
Colombo,Wet,Wet,Kelani Ganga,2022,33.0,58.8,90.1,177.5,354.1,248.7,283.2,147.3,321.3,351.8,348.0,20.0,2433.7,131.2,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2022,70.7,28.9,114.5,232.6,318.2,171.3,141.6,169.1,258.0,278.4,425.4,20.0,2228.7,171.1,0,Major Flood,2
Kalutara,Wet,Wet,Kalu Ganga,2022,91.7,35.3,105.8,377.4,502.3,427.6,320.5,226.8,449.8,297.6,441.7,149.5,3426.0,225.1,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2022,103.3,41.3,146.8,360.0,467.8,453.8,358.6,380.5,458.4,302.8,350.9,165.6,3589.8,133.4,2,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2022,123.3,7.2,202.5,292.8,541.8,373.6,290.8,239.9,405.9,382.1,322.6,20.0,3202.6,230.1,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2022,58.5,61.8,180.7,223.0,352.8,386.3,328.4,263.1,384.0,289.2,235.8,98.3,2861.8,164.8,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2022,31.5,66.0,172.4,241.6,415.0,340.1,301.5,213.9,266.1,360.9,412.2,86.5,2907.7,169.9,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2022,108.8,14.6,97.8,228.7,278.1,257.9,182.1,174.2,209.2,324.1,338.7,157.0,2371.2,131.8,2,Minor Flood,1
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2022,137.4,69.1,82.7,259.9,364.9,337.0,186.8,168.9,192.0,291.7,355.0,119.5,2564.9,122.5,2,Minor Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2022,165.9,81.9,86.1,136.3,199.3,130.2,48.7,102.6,90.4,217.0,291.7,193.5,1743.5,114.5,2,Minor Flood,1
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2022,132.2,48.1,74.8,256.5,91.6,114.1,158.9,66.1,102.7,272.1,363.8,189.7,1870.5,160.1,3,Major Flood,2
Kurunegala,Intermediate,Intermediate,Deduru Oya,2022,77.2,15.6,125.1,257.0,182.6,104.0,119.1,52.7,189.5,258.6,170.5,121.6,1673.5,82.6,0,Minor Flood,1
Anuradhapura,Dry,Dry,Malwathu Oya,2022,129.8,74.9,38.0,130.4,53.5,132.0,10.0,10.0,60.0,244.7,233.4,220.0,1337.0,106.0,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2022,162.2,82.8,83.3,148.0,54.4,90.6,10.0,10.0,15.0,317.9,254.0,254.3,1482.6,125.4,0,Minor Flood,1
Hambantota,Dry,Dry,Walawe Ganga,2022,76.2,42.6,80.8,108.6,29.3,33.4,120.3,76.3,37.2,228.0,149.6,47.6,1029.9,91.3,0,Minor Flood,1
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2022,88.9,89.7,140.1,182.2,28.0,76.1,15.5,86.1,15.0,186.9,165.2,211.3,1285.1,60.0,0,No Flood,0
Ampara,Dry,Dry,Gal Oya,2022,192.1,85.6,10.0,190.3,91.8,122.5,10.0,14.1,57.8,229.5,124.5,303.3,1431.5,87.3,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2022,210.4,125.9,60.0,160.6,39.9,55.0,51.6,55.9,54.6,132.3,169.5,305.7,1421.3,130.2,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2022,151.2,75.6,73.4,113.6,42.2,100.2,31.6,28.2,36.2,256.0,303.6,319.9,1531.8,96.8,0,Minor Flood,1
Jaffna,Dry,Dry,Peninsula / Coastal,2022,189.0,127.4,60.8,194.0,15.0,103.0,66.1,10.0,49.5,162.8,227.3,262.1,1467.0,114.9,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2022,188.6,81.8,101.1,137.5,144.7,24.5,10.0,22.7,21.8,95.0,235.7,335.9,1399.3,133.4,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2022,138.8,43.0,67.7,130.9,111.5,116.0,10.0,58.9,72.4,220.5,208.1,124.9,1302.8,67.3,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2022,179.2,82.8,111.9,131.8,15.0,64.4,45.5,141.1,15.0,160.5,150.1,231.9,1329.4,68.8,0,No Flood,0
Mullaitivu,Dry,Dry,Nay Aru,2022,138.6,85.9,71.0,169.3,58.0,121.6,10.0,65.4,40.8,217.3,169.2,335.3,1482.5,99.6,0,Minor Flood,1
Puttalam,Dry,Dry,Deduru Oya,2022,69.6,55.7,94.8,168.3,162.8,65.7,10.0,195.4,33.8,263.0,132.8,174.5,1426.4,93.5,0,Minor Flood,1
Colombo,Wet,Wet,Kelani Ganga,2023,39.9,25.1,106.7,220.0,267.7,253.9,208.0,182.3,225.2,205.2,329.8,58.9,2122.9,141.1,0,Minor Flood,1
Gampaha,Wet,Wet,Kelani Ganga,2023,47.1,26.4,65.1,249.6,251.1,228.9,199.6,134.9,234.7,228.5,223.5,109.0,1998.5,96.4,0,Minor Flood,1
Kalutara,Wet,Wet,Kalu Ganga,2023,37.8,56.6,146.1,297.5,473.3,255.6,234.2,275.0,251.2,245.7,440.3,67.9,2781.3,171.3,3,Major Flood,2
Ratnapura,Wet,Wet,Kalu Ganga,2023,71.6,47.8,183.7,248.4,548.0,475.3,294.7,252.4,385.5,304.8,291.2,181.0,3284.4,204.1,3,Major Flood,2
Kegalle,Wet,Wet,Kelani Ganga,2023,54.3,17.2,122.2,239.8,445.4,351.4,333.1,218.9,243.3,387.9,366.3,65.1,2844.9,189.4,3,Major Flood,2
Galle,Wet,Wet,Gin Ganga,2023,104.1,44.9,179.6,252.3,427.5,304.8,257.4,271.8,380.2,327.6,314.0,171.1,3035.2,152.4,3,Major Flood,2
Matara,Wet,Wet,Nilwala Ganga,2023,69.3,5.0,119.0,243.5,387.1,327.4,281.1,282.4,332.4,279.0,291.8,100.7,2718.7,164.2,3,Major Flood,2
Kandy,Wet,Wet,Mahaweli Ganga,2023,46.5,36.3,100.1,238.7,176.3,227.7,150.2,130.7,187.8,218.7,244.5,46.3,1803.7,72.1,0,No Flood,0
Nuwara Eliya,Wet,Wet,Mahaweli Ganga,2023,103.3,30.1,114.6,151.0,263.1,247.5,173.4,162.1,226.8,217.0,320.8,192.8,2202.5,126.0,2,Minor Flood,1
Badulla,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2023,113.3,68.4,107.8,205.5,153.9,82.9,12.5,23.2,94.0,220.9,154.0,199.5,1435.9,69.9,0,No Flood,0
Matale,Intermediate/Wet,Intermediate/Wet,Mahaweli Ganga,2023,93.3,99.2,69.6,204.0,79.2,160.2,117.7,65.5,58.3,152.9,172.8,243.2,1515.8,69.6,0,No Flood,0
Kurunegala,Intermediate,Intermediate,Deduru Oya,2023,32.4,49.6,92.3,240.8,85.6,34.8,128.0,105.7,66.5,125.3,344.2,187.6,1492.7,124.5,0,Minor Flood,1
Anuradhapura,Dry,Dry,Malwathu Oya,2023,117.0,61.9,58.0,173.1,15.0,93.3,25.1,10.0,32.3,147.5,136.7,231.0,1100.9,87.5,0,Minor Flood,1
Polonnaruwa,Dry,Dry,Mahaweli Ganga,2023,137.7,90.8,29.5,98.7,134.9,81.4,16.1,88.3,111.5,183.1,129.4,183.9,1285.2,58.8,0,No Flood,0
Hambantota,Dry,Dry,Walawe Ganga,2023,62.3,23.7,85.7,213.4,46.5,47.1,57.1,10.0,31.0,146.9,111.0,184.1,1018.7,83.5,0,No Flood,0
Monaragala,Dry/Intermediate,Dry/Intermediate,Menik Ganga,2023,126.1,29.2,51.6,94.0,126.8,67.2,55.8,10.0,50.8,129.5,222.2,125.8,1088.8,98.1,0,Minor Flood,1
Ampara,Dry,Dry,Gal Oya,2023,181.4,92.0,83.6,107.2,15.0,26.3,10.0,27.8,15.0,217.5,140.4,222.9,1139.2,95.2,0,Minor Flood,1
Batticaloa,Dry,Dry,Mundeni Aru,2023,252.4,96.7,18.9,202.2,81.0,10.0,10.0,55.6,24.2,59.8,313.4,263.2,1387.5,121.0,0,Minor Flood,1
Trincomalee,Dry,Dry,Mahaweli Ganga,2023,198.1,109.5,42.7,88.4,15.0,17.8,41.5,10.0,65.4,206.1,157.0,188.7,1140.2,75.5,0,No Flood,0
Jaffna,Dry,Dry,Peninsula / Coastal,2023,161.0,91.3,62.7,151.0,15.0,48.1,10.0,39.2,126.9,82.2,110.3,198.3,1096.1,88.8,0,Minor Flood,1
Kilinochchi,Dry,Dry,Kanakarayan Aru,2023,127.1,73.2,99.7,127.9,15.0,86.7,105.8,45.6,77.4,223.5,61.4,319.7,1363.1,124.4,0,Minor Flood,1
Mannar,Dry,Dry,Aruvi Aru,2023,149.1,66.1,54.6,47.1,18.4,10.0,10.0,10.0,15.0,109.2,156.6,109.2,755.2,59.0,0,No Flood,0
Vavuniya,Dry,Dry,Malwathu Oya,2023,149.4,57.5,80.9,113.0,15.0,135.6,57.1,49.6,15.0,74.1,165.3,175.9,1088.4,73.2,0,No Flood,0
